TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"마로니에 공원","202603","채널전체","8.00000",,"2.00000","-1.00000","4.30000","5957.00000","공원","37.5805009","127.0028245","서울특별시 종로구 대학로8길 1 마로니에 공원","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"마포대교","202603","채널전체","11.00000","6.00000","3.00000","1.00000","4.50000","327.00000","다리","37.5337975","126.9371138","서울 영등포구 여의도동","서울특별시","마포구","11178818.00000","10711578.00000","4.40000","246294312.00000","179744728.00000","66549584.00000"
"서울광장","202603","채널전체","56.00000","12.00000","12.00000",,"4.30000","3437.00000","공원","37.5655675","126.978014","서울특별시 중구 태평로2가 375","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"만장굴","202603","채널전체","1.00000",,,,"4.20000","11850.00000","관광 명소","33.5282463","126.7702874","제주특별자치도 제주시 구좌읍 만장굴길 182 만장굴","제주특별자치도","제주시","5021068.00000","4567598.00000","9.90000","172754900.00000","144494112.00000","28260788.00000"
"서울관광재단","202603","채널전체","134.00000","24.00000","40.00000","-0.40000","4.20000","17.00000","재단","37.5685861","126.9871543","서울특별시 종로구 청계천로 85","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"망원시장","202603","채널전체","7.00000","2.00000","3.00000","-0.30000","4.30000","8716.00000","재래시장","37.5559018","126.9062854","서울특별시 마포구 포은로6길 27","서울특별시","마포구","11178818.00000","10711578.00000","4.40000","246294312.00000","179744728.00000","66549584.00000"
"서울공예박물관","202603","채널전체","52.00000","45.00000","1.00000","44.00000","4.70000","1301.00000","박물관","37.5765","126.985","서울특별시 종로구 율곡로3길 4","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"서문시장","202603","채널전체","19.00000","6.00000","9.00000","-0.30000","4.20000","18537.00000","재래시장","35.8688497","128.5807879","대구광역시 중구 큰장로26길 45","대구광역시","중구","6529876.00000","5833100.00000","11.90000","82977129.00000","80009040.00000","2968089.00000"
"명동","202603","채널전체","709.00000","263.00000","168.00000","0.60000","4.40000","25946.00000","관광 명소","37.55998","126.9858296","서울특별시 중구 남산동2가 10-4","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"아쿠아플라넷 제주","202603","채널전체","24.00000","10.00000","14.00000","-0.30000","4.40000","14003.00000","수족관","33.4327833","126.9278223","제주특별자치도 서귀포시 성산읍 섭지코지로 95","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"안동 하회마을","202603","채널전체","13.00000","2.00000",,"1.00000","4.20000","7026.00000","관광 명소","36.5494088","128.5271269","경상북도 안동시 풍천면 하회리 279번지","경상북도","안동시","1562340.00000","1493842.00000","4.60000","22828072.00000","22642064.00000","186008.00000"
"송리단길","202603","채널전체","13.00000","1.00000","1.00000",,"4.10000","122.00000","관광 명소","37.50925","127.1105712","서울특별시 송파구 백제고분로45길 5","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"오설록 티 뮤지엄","202603","채널전체","19.00000","8.00000","2.00000","3.00000","4.10000","23725.00000","박물관","33.3059438","126.289437","제주특별자치도 서귀포시 안덕면 신화역사로 15","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"남원 광한루원","202603","채널전체","6.00000","4.00000",,"1.00000","4.30000","5302.00000","정원","35.4151468","127.3862661","전북특별자치도 남원시 향교동 244-6","전북특별자치도","남원시","834670.00000","844949.00000","-1.20000","14278392.00000","14239714.00000","38678.00000"
"낙산사","202603","채널전체","18.00000","12.00000",,"1.00000","4.50000","10565.00000","불교사찰","38.1246156","128.6280451","강원특별자치도 양양군 강현면 전진리 55","강원특별자치도","양양군","948220.00000","974491.00000","-2.70000","18267405.00000","18160132.00000","107273.00000"
"익선동","202603","채널전체","65.00000","24.00000","20.00000","0.20000","4.30000","8218.00000","명소","37.5743484","126.9897057","서울특별시 종로구 익선동 93","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"을왕리해수욕장","202603","채널전체","4.00000",,"4.00000","-1.00000","4.00000","355.00000","해변","37.4462","126.3727","인천 중구 용유서로302번길 16-15","인천광역시","중구","8747074.00000","8447425.00000","3.50000","275820263.00000","200508461.00000","75311802.00000"
"남양주종합촬영소","202603","채널전체","1.00000","1.00000",,"1.00000","0.00000","0.00000","촬영 스튜디오","37.592469","127.337027","남양주시 남양주종합촬영소","경기도","남양주시","6330226.00000","6140508.00000","3.10000","129319630.00000","127813159.00000","1506471.00000"
"월정리 해수욕장","202603","채널전체","1.00000","1.00000",,"1.00000","4.40000","5462.00000","해변","33.5559739","126.7961709","제주특별자치도 제주시 구좌읍 월정리 540-2","제주특별자치도","제주시","5021068.00000","4567598.00000","9.90000","172754900.00000","144494112.00000","28260788.00000"
"영종도","202603","채널전체","233.00000","33.00000","153.00000","-0.80000","4.30000","85.00000","섬","37.5001","126.5358","인천 중구 운남동 671-3","인천광역시","중구","8747074.00000","8447425.00000","3.50000","275820263.00000","200508461.00000","75311802.00000"
"용산전자상가","202603","채널전체","4.00000","2.00000","1.00000","1.00000","3.70000","2803.00000","전자제품 판매점","37.5326702","126.9647153","서울특별시 용산구 한강로2가 16-10","서울특별시","용산구","10501456.00000","9982640.00000","5.20000","197037746.00000","162333055.00000","34704691.00000"
"용머리해안","202603","채널전체","6.00000","5.00000","1.00000","4.00000","4.40000","5003.00000","관광 명소","33.2316155","126.3148321","제주특별자치도 서귀포시 안덕면 사계리 112-3 용머리해안","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"남산골 한옥마을","202603","채널전체","8.00000","1.00000","5.00000","-0.80000","4.40000","10225.00000","관광 명소","37.559315","126.994477","서울특별시 중구 퇴계로34길 28","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"남산 공원","202603","채널전체","1.00000",,"1.00000","-1.00000","4.70000","2458.00000","공원","37.5509895","126.9908991","서울특별시 남산서울타워","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"예술의전당","202603","채널전체","544.00000","198.00000","179.00000","0.10000","4.60000","12082.00000","아트 센터","37.4792903","127.0128613","서울특별시 서초구 남부순환로 2406","서울특별시","서초구","17253660.00000","15777590.00000","9.40000","506187388.00000","444313195.00000","61874193.00000"
"낙안읍성민속마을","202603","채널전체","32.00000","26.00000",,"1.00000","4.30000","6530.00000","관광 명소","34.9072954","127.3411258","전라남도 순천시 낙안면 충민길 낙안 금전산","전라남도","순천시","2521712.00000","2371138.00000","6.40000","40092761.00000","39845848.00000","246913.00000"
"이화여자대학교","202603","채널전체","271.00000","100.00000","86.00000","0.20000","4.60000","1444.00000","여자대학","37.5618588","126.9468339","서울특별시 서대문구 대현동 산11-1","서울특별시","서대문구","9267108.00000","8327028.00000","11.30000","90077981.00000","78865725.00000","11212256.00000"
"원마운트","202603","채널전체","3.00000",,"3.00000","-1.00000","3.90000","8152.00000","테마파크","37.6644581","126.7544832","경기도 고양시 일산서구 한류월드로 300","경기도","고양시 일산서구","3770742.00000","3557673.00000","6.00000","69619664.00000","68711786.00000","907878.00000"
"금능해수욕장","202603","채널전체","4.00000","3.00000","1.00000","2.00000","4.60000","3550.00000","해변","33.3898565","126.235364","제주특별자치도 제주시 한림읍 금능리 2037","제주특별자치도","제주시","5021068.00000","4567598.00000","9.90000","172754900.00000","144494112.00000","28260788.00000"
"이화동 벽화마을","202603","채널전체","1.00000",,"1.00000","-1.00000","4.10000","4772.00000","관광 명소","37.5779788","127.0071915","서울특별시 종로구 낙산4길 49","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"이태원","202603","채널전체","396.00000","117.00000","160.00000","-0.30000","4.30000","302.00000","관광 명소","37.5385051","126.9925224","서울특별시 용산구 이태원동 213-4","서울특별시","용산구","10501456.00000","9982640.00000","5.20000","197037746.00000","162333055.00000","34704691.00000"
"남산","202603","채널전체","209.00000","55.00000","108.00000","-0.50000","4.70000","701.00000","산봉우리","37.5537586","126.9809696","서울특별시 중구 회현동1가 100-166","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"용두산공원","202603","채널전체","11.00000","6.00000","3.00000","1.00000","4.30000","6436.00000","공원","35.1006536","129.0326226","부산광역시 중구 용두산길 37-55 용두산공원","부산광역시","중구","3425422.00000","3258675.00000","5.10000","47102855.00000","35129429.00000","11973426.00000"
"율동공원","202603","채널전체","2.00000",,"2.00000","-1.00000","4.60000","3386.00000","공원","37.3774802","127.1514852","경기도 성남시 분당구 율동 399","경기도","성남시 분당구","8708962.00000","7474330.00000","16.50000","238385412.00000","223083207.00000","15302205.00000"
"올림픽체조경기장","202603","채널전체","1.00000",,,,"4.40000","1462.00000","체조경기장","37.5191503","127.1273644","서울 송파구 올림픽로 424","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"오션월드","202603","채널전체","12.00000","2.00000","5.00000","-0.60000","4.30000","6720.00000","워터파크","37.648204","127.685759","강원특별자치도 홍천군 서면 한치골길 262","강원특별자치도","홍천군","1364338.00000","1431196.00000","-4.70000","26895674.00000","26786133.00000","109541.00000"
"김포공항","202603","채널전체","99.00000","43.00000","25.00000","0.70000","4.40000","11552.00000","국제공항","37.5655383","126.8013282","서울특별시 강서구 하늘길 112 김포국제공항 (GMP)","서울특별시","강서구","8934216.00000","7629496.00000","17.10000","423405075.00000","411439531.00000","11965544.00000"
"은평한옥마을","202603","채널전체","20.00000","19.00000","1.00000","18.00000","4.20000","4631.00000","관광 명소","37.6415964","126.9390908","서울특별시 은평구 진관동 127-25","서울특별시","은평구","3486924.00000","3354754.00000","3.90000","64605974.00000","62275573.00000","2330401.00000"
"남부시장","202603","채널전체","14.00000","1.00000","2.00000","-0.50000","4.00000","6150.00000","시장","35.8126868","127.1468566","전북특별자치도 전주시 완산구 전동3가 2-187","전북특별자치도","전주시 완산구","3815490.00000","3766560.00000","1.30000","55366171.00000","53976746.00000","1389425.00000"
"오이도","202603","채널전체","3.00000","1.00000","1.00000",,"4.00000","8084.00000","관광명소","37.3456","126.6874","경기도 시흥시 정왕동 2003-16","경기도","시흥시","5039482.00000","4810799.00000","4.80000","111629552.00000","110604956.00000","1024596.00000"
"응봉산","202603","채널전체","14.00000","13.00000","1.00000","12.00000","3.80000","30.00000","도청","36.8022626","127.7237678","충청북도 괴산군 사리면 이곡리 산4","충청북도","괴산군","831383.00000","845985.00000","-1.70000","13097157.00000","13080157.00000","17000.00000"
"김해공항","202603","채널전체","38.00000","12.00000","9.00000","0.30000","4.10000","5003.00000","국제 공항","37.5655","126.8013","서울특별시 강서구 하늘길 112","서울특별시","강서구","8934216.00000","7629496.00000","17.10000","423405075.00000","411439531.00000","11965544.00000"
"올림픽공원","202603","채널전체","147.00000","49.00000","43.00000","0.10000","4.60000","2992.00000","시티 공원","37.5206868","127.1214941","서울특별시 송파구 방이동 88-3","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"까치산","202603","채널전체","3.00000","1.00000",,"1.00000","4.10000","703.00000","시장","37.5317675","126.8467055","서울특별시 까치산역","서울특별시","강서구","8934216.00000","7629496.00000","17.10000","423405075.00000","411439531.00000","11965544.00000"
"군산근대역사박물관","202603","채널전체","14.00000","8.00000","1.00000","7.00000","4.10000","5431.00000","지역사 박물관","35.9906994","126.7119653","전북특별자치도 군산시 장미동 1-67","전북특별자치도","군산시","2353410.00000","2281318.00000","3.20000","56981358.00000","55678972.00000","1302386.00000"
"남대문시장","202603","채널전체","51.00000","2.00000","21.00000","-0.90000","4.20000","28041.00000","시장","37.5591786","126.9776692","서울특별시 남창동 46-10번지 윙스 1층 66호 중구 서울특별시 KR","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"여의도한강공원","202603","채널전체","85.00000","50.00000","18.00000","1.80000","4.50000","18058.00000","공원","37.5267106","126.9347112","서울특별시 영등포구 여의동로 계절광장","서울특별시","영등포구","10886124.00000","10180622.00000","6.90000","283861222.00000","255649939.00000","28211283.00000"
"국회도서관","202603","채널전체","334.00000","202.00000","125.00000","0.60000","4.50000","273.00000","국립 도서관","37.5311396","126.9170175","서울특별시 영등포구 여의동 1","서울특별시","영등포구","10886124.00000","10180622.00000","6.90000","283861222.00000","255649939.00000","28211283.00000"
"논현","202603","채널전체","101.00000","43.00000","14.00000","2.10000","3.70000","41.00000","수입업체","37.5136787","127.0317124","서울특별시 강남구 논현동 207-3","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"우도","202603","채널전체","23.00000","17.00000","5.00000","2.40000","4.50000","435.00000","섬","33.5042977","126.954048","제주특별자치도 제주시 우도면 연평리 1431-2","제주특별자치도","제주시","5021068.00000","4567598.00000","9.90000","172754900.00000","144494112.00000","28260788.00000"
"인천국제공항","202603","채널전체","2301.00000","1305.00000","433.00000","2.00000","4.50000","32642.00000","국제공항","37.458666","126.4419679","인천광역시 중구 공항로 272 인천국제공항 (ICN)","인천광역시","중구","8747074.00000","8447425.00000","3.50000","275820263.00000","200508461.00000","75311802.00000"
"안목해변","202603","채널전체","9.00000","4.00000","5.00000","-0.20000","4.30000","366.00000","해변","37.7731576","128.9472722","강원특별자치도 강릉시 창해로14번길 16","강원특별자치도","강릉시","2566970.00000","2561433.00000","0.20000","59199905.00000","58402010.00000","797895.00000"
"남해독일마을","202603","채널전체","3.00000","2.00000",,"1.00000","4.00000","5457.00000","관광 명소","34.8333771","127.899794","경상남도 남해군 남해읍 남변리 643-18","경상남도","남해군","661370.00000","662235.00000","-0.10000","7070801.00000","7006296.00000","64505.00000"
"남한산성","202603","채널전체","347.00000","147.00000","138.00000","0.10000","4.40000","1806.00000","문화 유산 보존","37.4789","127.18","경기도 광주시 남한산성면 남한산성로 784-29","경기도","광주시","4276958.00000","4129514.00000","3.60000","68294148.00000","67941906.00000","352242.00000"
"낙산공원","202603","채널전체","135.00000","19.00000","64.00000","-0.70000","4.60000","6012.00000","공원","37.5806571","127.0074835","서울특별시 종로구 낙산길 41 낙산공원","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"압구정동","202603","채널전체","475.00000","118.00000","223.00000","-0.50000","4.30000","280.00000","관광 명소","37.5271478","127.0334517","서울특별시 강남구 신사동 언주로 861","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"국회의사당","202603","채널전체","302.00000","79.00000","38.00000","1.10000","4.10000","416.00000","관공서","37.5318046","126.9141547","서울특별시 영등포구 여의동 1","서울특별시","영등포구","10886124.00000","10180622.00000","6.90000","283861222.00000","255649939.00000","28211283.00000"
"울산바위","202603","채널전체","5.00000","2.00000","2.00000",,"4.80000","138.00000","바위","38.1963889","128.47","강원 속초시 설악산로 1140-115","강원특별자치도","고성군","759874.00000","796082.00000","-4.50000","8670350.00000","8603282.00000","67068.00000"
"애니메이션박물관","202603","채널전체","3.00000",,"2.00000","-1.00000","4.30000","2951.00000","박물관","37.8930356","127.691934","강원특별자치도 춘천시 서면 박사로 854","강원특별자치도","춘천시","2683566.00000","2717712.00000","-1.30000","51133760.00000","49933590.00000","1200170.00000"
"애월읍","202603","채널전체","18.00000","2.00000","3.00000","-0.30000","4.60000","328.00000","관광 명소","33.4110784","126.3939276","제주특별자치도 제주시 애월읍 소길리 산219-1","제주특별자치도","제주시","5021068.00000","4567598.00000","9.90000","172754900.00000","144494112.00000","28260788.00000"
"인왕산","202603","채널전체","16.00000","12.00000","1.00000","11.00000","4.70000","315.00000","산봉우리","37.5849489","126.9593042","서울특별시 종로구 옥인동 산3-38","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"꽃지해수욕장","202603","채널전체","2.00000",,"2.00000","-1.00000","4.30000","299.00000","해변","36.4969316","126.3351999","충청남도 태안군 안면읍 승언리 339-286","충청남도","태안군","1212292.00000","1217408.00000","-0.40000","16944073.00000","16875044.00000","69029.00000"
"인사동","202603","채널전체","86.00000","21.00000","32.00000","-0.30000","4.30000","13535.00000","관광 명소","37.5717174","126.9860732","서울특별시 종로구 인사동 153-10","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"어린이대공원","202603","채널전체","53.00000","2.00000","18.00000","-0.90000","4.50000","12998.00000","놀이공원","37.549363","127.0818126","서울특별시 능동 18번지 어린이대공원놀이동산 광진구 서울특별시 KR","서울특별시","광진구","7439390.00000","6797980.00000","9.40000","112101007.00000","95405056.00000","16695951.00000"
"용인 에버랜드","202603","채널전체","439.00000","241.00000","133.00000","0.80000","4.50000","63785.00000","놀이공원","37.2939104","127.2025664","경기도 용인시 처인구 포곡읍 에버랜드로 199","경기도","용인시 처인구","5299570.00000","4420258.00000","19.90000","113239020.00000","112090397.00000","1148623.00000"
"웅진플레이도시","202603","채널전체","3.00000",,"3.00000","-1.00000","4.10000","6095.00000","워터파크","37.4998582","126.7442173","경기도 부천시 조마루로 2","경기도","부천시 원미구","6222335.00000","5888939.00000","5.70000","103875569.00000","100771741.00000","3103828.00000"
"남이섬","202603","채널전체","22.00000","15.00000","7.00000","1.10000","4.40000","37388.00000","자연보호구역","37.7899352","127.5258072","춘천시 남산면 방하리 197번지 남이섬내 춘천시 강원도 KR","경기도","가평군","1699750.00000","1825943.00000","-6.90000","29246185.00000","28635334.00000","610851.00000"
"감천문화마을","202603","커뮤니티","2.00000","1.00000","1.00000",,"4.40000","31959.00000","관광 명소","35.0973904","129.0105924","부산광역시 사하구 감내2로 203","부산광역시","사하구","2290390.00000","2246699.00000","1.90000","24587519.00000","23195697.00000","1391822.00000"
"가로수길","202603","커뮤니티","42.00000","2.00000","19.00000","-0.90000","4.30000","299.00000","관광 명소","37.5210566","127.0228686","서울특별시 강남구 신사동 667-13","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"보라매공원","202603","커뮤니티","1.00000","1.00000",,"1.00000","4.50000","7583.00000","시티 공원","37.4932342","126.9197115","서울특별시 동작구 신대방동 395","서울특별시","동작구","6296840.00000","6051038.00000","4.10000","68927861.00000","67163989.00000","1763872.00000"
"해방촌 신흥시장","202603","커뮤니티","1.00000",,"1.00000","-1.00000","4.10000","881.00000","관광 명소","37.5411","126.9875","서울특별시 용산구 신흥로 95-9","서울특별시","용산구","10501456.00000","9982640.00000","5.20000","197037746.00000","162333055.00000","34704691.00000"
"김해공항","202603","커뮤니티","3.00000","1.00000","2.00000","-0.50000","4.10000","5003.00000","국제 공항","37.5655","126.8013","서울특별시 강서구 하늘길 112","서울특별시","강서구","8934216.00000","7629496.00000","17.10000","423405075.00000","411439531.00000","11965544.00000"
"서울랜드","202603","커뮤니티","23.00000","12.00000","6.00000","1.00000","4.30000","13893.00000","놀이공원","37.4341563","127.0201267","경기도 과천시 막계동 70-4","경기도","과천시","2005983.00000","1725213.00000","16.30000","19956887.00000","19017125.00000","939762.00000"
"원마운트","202603","커뮤니티","1.00000",,"1.00000","-1.00000","3.90000","8152.00000","테마파크","37.6644581","126.7544832","경기도 고양시 일산서구 한류월드로 300","경기도","고양시 일산서구","3770742.00000","3557673.00000","6.00000","69619664.00000","68711786.00000","907878.00000"
"서울관광재단","202603","커뮤니티","83.00000","8.00000","36.00000","-0.80000","4.20000","17.00000","재단","37.5685861","126.9871543","서울특별시 종로구 청계천로 85","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"롯데콘서트홀","202603","커뮤니티","2.00000","2.00000",,"1.00000","4.60000","4245.00000","콘서트홀","37.5136096","127.1039833","서울특별시 송파구 올림픽로 300","서울특별시","송파구","11907262.00000","11296638.00000","5.40000","327524706.00000","287557807.00000","39966899.00000"
"국립민속박물관","202603","커뮤니티","9.00000","9.00000",,"1.00000","4.60000","3699.00000","국립박물관","37.5816456","126.9789948","서울특별시 종로구 팔판동 139-1","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"울산대공원","202603","커뮤니티","1.00000",,"1.00000","-1.00000","4.60000","3815.00000","테마파크","35.530972","129.2939697","울산광역시 남구 대공원로 94 울산대공원","울산광역시","남구","4314905.00000","4125692.00000","4.60000","91329679.00000","89660521.00000","1669158.00000"
"서울상상나라","202603","커뮤니티","2.00000",,"2.00000","-1.00000","4.60000","3303.00000","어린이 박물관","37.550431","127.0774945","서울특별시 광진구 능동로 216","서울특별시","광진구","7439390.00000","6797980.00000","9.40000","112101007.00000","95405056.00000","16695951.00000"
"서울광장","202603","커뮤니티","11.00000",,,,"4.30000","3437.00000","공원","37.5655675","126.978014","서울특별시 중구 태평로2가 375","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"서울숲공원","202603","커뮤니티","86.00000","8.00000","42.00000","-0.80000","4.60000","10591.00000","공원","37.5443878","127.0374424","서울특별시 성동구 성수동1가 678-1","서울특별시","성동구","7576954.00000","6828434.00000","11.00000","140942148.00000","98939568.00000","42002580.00000"
"합천영상테마파크","202603","커뮤니티","3.00000",,"3.00000","-1.00000","4.10000","4028.00000","테마파크","35.5492109","128.07312","경상남도 합천군 용주면 합천호수로 757","경상남도","합천군","487826.00000","486017.00000","0.40000","4069996.00000","4055652.00000","14344.00000"
"마포대교","202603","커뮤니티","5.00000","2.00000","2.00000",,"4.50000","327.00000","다리","37.5337975","126.9371138","서울 영등포구 여의도동","서울특별시","마포구","11178818.00000","10711578.00000","4.40000","246294312.00000","179744728.00000","66549584.00000"
"한화리조트 설악워터피아","202603","커뮤니티","7.00000","2.00000","4.00000","-0.50000","4.20000","3658.00000","워터파크","38.2081431","128.5272503","강원특별자치도 속초시 장사동 24-1","강원특별자치도","속초시","1623601.00000","1672052.00000","-2.90000","38369508.00000","37797102.00000","572406.00000"
"한라산","202603","커뮤니티","4.00000","4.00000",,"1.00000","4.60000","817.00000","산봉우리","33.3616666","126.5291666","제주특별자치도 제주시 오등동 산57번지 한라산골프장내","제주특별자치도","서귀포시","3572457.00000","3200932.00000","11.60000","88373987.00000","74731035.00000","13642952.00000"
"서울로7017","202603","커뮤니티","33.00000","2.00000","17.00000","-0.90000","4.20000","6752.00000","시티 공원","37.5567137","126.9695753","서울특별시 중구 한강대로 405","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"전주객사","202603","커뮤니티","12.00000",,"2.00000","-1.00000","4.10000","517.00000","역사적 명소","35.8205778","127.1447918","전북특별자치도 전주시 완산구 고사동 207","전북특별자치도","전주시 완산구","3815490.00000","3766560.00000","1.30000","55366171.00000","53976746.00000","1389425.00000"
"국립국악원","202603","커뮤니티","3.00000","1.00000","1.00000",,"4.50000","1005.00000","아트 센트","37.477","127.0086","서울특별시 서초구 남부순환로 2364","서울특별시","서초구","17253660.00000","15777590.00000","9.40000","506187388.00000","444313195.00000","61874193.00000"
"마로니에 공원","202603","커뮤니티","2.00000",,,,"4.30000","5957.00000","공원","37.5805009","127.0028245","서울특별시 종로구 대학로8길 1 마로니에 공원","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"꽃지해수욕장","202603","커뮤니티","1.00000",,"1.00000","-1.00000","4.30000","299.00000","해변","36.4969316","126.3351999","충청남도 태안군 안면읍 승언리 339-286","충청남도","태안군","1212292.00000","1217408.00000","-0.40000","16944073.00000","16875044.00000","69029.00000"
"강남","202603","커뮤니티","384.00000","111.00000","151.00000","-0.30000","4.10000","607.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"서울대학교","202603","커뮤니티","222.00000","59.00000","91.00000","-0.40000","4.40000","2006.00000","공립대학교","37.4648267","126.9571988","서울특별시 관악구 관악로","서울특별시","관악구","6865366.00000","6193810.00000","10.80000","74089104.00000","72314424.00000","1774680.00000"
"마두공원","202603","커뮤니티","14.00000",,"3.00000","-1.00000","4.40000","233.00000","공원","37.652185","126.777641","고양시 마두역","경기도","고양시 일산동구","4818660.00000","4826650.00000","-0.20000","97161489.00000","95521010.00000","1640479.00000"
"논현","202603","커뮤니티","8.00000","4.00000","1.00000","3.00000","3.70000","41.00000","수입업체","37.5136787","127.0317124","서울특별시 강남구 논현동 207-3","서울특별시","강남구","20391298.00000","19186622.00000","6.30000","761281418.00000","516273492.00000","245007926.00000"
"을왕리해수욕장","202603","커뮤니티","1.00000",,"1.00000","-1.00000","4.00000","355.00000","해변","37.4462","126.3727","인천 중구 용유서로302번길 16-15","인천광역시","중구","8747074.00000","8447425.00000","3.50000","275820263.00000","200508461.00000","75311802.00000"
"협재해수욕장","202603","커뮤니티","1.00000",,,,"4.60000","8597.00000","관광 명소","33.3942945","126.2398813","제주특별자치도 제주시 한림읍 한림로 329-10","제주특별자치도","제주시","5021068.00000","4567598.00000","9.90000","172754900.00000","144494112.00000","28260788.00000"
"DDP 동대문디자인플라자","202603","커뮤니티","47.00000","4.00000","19.00000","-0.80000","4.30000","31384.00000","문화센터","37.5665256","127.0092236","서울특별시 중구 을지로 281","서울특별시","중구","13062427.00000","12871649.00000","1.50000","942633456.00000","678991116.00000","263642340.00000"
"부평깡통시장","202603","커뮤니티","10.00000",,"10.00000","-1.00000","4.10000","19444.00000","재래시장","35.1014118","129.0265106","부산광역시 중구 부평2길 44","부산광역시","중구","3425422.00000","3258675.00000","5.10000","47102855.00000","35129429.00000","11973426.00000"
"자갈치시장","202603","커뮤니티","7.00000","1.00000","5.00000","-0.80000","4.00000","26752.00000","수산 시장","35.0966394","129.0305933","부산광역시 중구 남포동5가 105-1","부산광역시","중구","3425422.00000","3258675.00000","5.10000","47102855.00000","35129429.00000","11973426.00000"
"인사동","202603","커뮤니티","46.00000","5.00000","20.00000","-0.80000","4.30000","13535.00000","관광 명소","37.5717174","126.9860732","서울특별시 종로구 인사동 153-10","서울특별시","종로구","14714581.00000","13247028.00000","11.10000","267623925.00000","216063147.00000","51560778.00000"
"부천시청","202603","커뮤니티","4.00000",,,,"4.20000","367.00000","시청","37.504681","126.763618","경기도 부천시 원미구 중동 길주로 부천시청","경기도","부천시 원미구","6222335.00000","5888939.00000","5.70000","103875569.00000","100771741.00000","3103828.00000"
"홍대역","202603","커뮤니티","382.00000","126.00000","113.00000","0.10000","4.50000","9115.00000","관광 명소","37.557527","126.9244669","서울특별시 홍대입구역","서울특별시","마포구","11178818.00000","10711578.00000","4.40000","246294312.00000","179744728.00000","66549584.00000"
